period,expected_portfolio_return,realized_portfolio_return,objective,is_robust,n_assets,sum_w
2025-06-10,1.2293245792388916,-0.0039874394424259,0.8449002493086667,1,3,1.0
2025-06-12,1.345913648605347,0.0012987438822165,0.9495751212371826,1,3,1.0
2025-06-16,0.009975589196624142,-0.010189717844096889,-0.20397713409240298,1,3,1.0
2025-06-18,1.4881058931350708,-0.0060576479882001,1.0721517015324378,1,3,1.0
2025-06-23,1.342218041419983,0.0049078315496444,0.9085836014215416,1,3,1.0
2025-06-25,0.5294318199157715,0.0094070229679346,0.22145789643907332,1,3,1.0
2025-06-27,0.7812005010351524,-0.007968238794461721,0.5662815092435872,1,3,1.0
2025-07-01,-0.0131941307336092,0.012758252210915,-0.21797359481652967,1,3,1.0
2025-07-03,0.4569161534309387,0.0097802095115184,0.08437639054977017,1,3,1.0
2025-07-07,0.0848757550120353,-0.0067979707382619,-0.2308287253518656,1,3,1.0
2025-07-09,-0.22976956344172708,4.127126672406596e-05,-0.43774744254035697,1,3,1.0
2025-07-11,0.2920955877884562,0.01593478501920197,0.09105223415091525,1,3,1.0
2025-07-15,0.1305405795574188,-0.0164626277983188,-0.2421898653652965,1,3,1.0
2025-07-17,0.2579695546006334,-0.0019876406914279545,-0.08758511727479797,1,3,1.0
2025-07-21,0.2196953892707824,0.0144786024466156,-0.009189686799385218,1,3,1.0
2025-07-23,0.21595967300962396,-0.013168988521331216,0.02475129527395465,1,3,1.0
2025-07-25,0.5440669059753418,-0.0023395421449095,0.2066135225726832,1,3,1.0
2025-07-29,0.1039178683753037,0.0031741728734046657,-0.09087491100757981,1,3,1.0
2025-07-31,0.3025903701782226,-0.2517120540142059,0.0195922179912294,1,3,1.0
2025-08-04,0.7715684175491333,0.0109492326155304,0.429618582512907,1,3,1.0
2025-08-06,-0.0296701323240995,0.0020939814858138,-0.3626081403453829,1,3,1.0
2025-08-08,0.3201044797897339,0.0113461604341864,0.10594502138142249,1,3,1.0
2025-08-12,-0.04965905050776198,-0.0012532971469711115,-0.2646465414177519,1,3,1.0
2025-08-14,0.0696053802967071,-0.0070213470607995,-0.14520398735769657,1,3,1.0
2025-08-18,-0.06464995395061675,-0.0006802656406928224,-0.258802968623226,1,3,1.0
2025-08-20,0.7522436012213561,0.010648205220730442,0.5513070219152891,1,3,1.0
2025-08-22,0.14110565886213883,0.0247005464861751,-0.07358564815563681,1,3,1.0
2025-08-26,0.3830113904367745,-0.001491157762967381,0.19841072151603062,1,3,1.0
2025-08-28,0.4325583875179291,0.0128662763163447,0.23867921099782227,1,3,1.0
2025-09-02,0.024883215532069382,0.018722598379837075,-0.1622507753491032,1,3,1.0
2025-09-04,1.43779718875885,-0.0155864311382174,1.0858142341649537,1,3,1.0
2025-09-08,0.350071396862229,0.00813142791746209,0.19397655016404677,1,3,1.0
2025-09-10,0.3500857651233673,8.235294080805033e-05,0.15097560520693776,1,3,1.0
2025-09-12,0.5284232373747403,0.0026444675472402767,0.31877671107341954,1,3,1.0000000000000002
2025-09-16,0.4166592955589294,-0.0048447181470692,-0.027493544997894057,1,3,1.0
2025-09-18,-0.0155054274946451,-0.0104021411389112,-0.18440027934597508,1,3,1.0
2025-09-22,0.08443084359169,0.0186724495142698,-0.08226086688307778,1,3,1.0
2025-09-24,0.39343713320193674,0.01387090769793662,0.07326702639696035,1,3,1.0
2025-09-26,0.2424840331077575,0.0102234976366162,0.0750725654597162,1,3,1.0
2025-09-30,0.018712539620246757,0.0019146534972242966,-0.10020930928095934,1,3,1.0
2025-10-02,0.2045359909534454,-0.0276574790477752,-0.054913586381296,1,3,1.0
2025-10-06,0.10451441059710229,0.017031797496730092,0.006828508645840679,1,3,1.0
2025-10-08,0.0810344815254211,0.0308261979371309,-0.17992905286823627,1,3,1.0
2025-10-10,0.17123640423377282,-0.00448518749583187,0.042197531418374574,1,3,0.9999999999999999
2025-10-14,0.9900109171867372,-0.0238082632422447,0.5754763244672744,1,3,1.0
2025-10-16,0.2750158011913299,0.0244304612278938,0.1483370370214534,1,3,1.0
2025-10-20,0.407519089226398,0.015181560262114495,0.006669261754209416,1,3,1.0
2025-10-22,0.1576404273509979,0.000231749159866,-0.09560260379469078,1,3,1.0
2025-10-24,-0.15872227295771182,-0.0014384059887694554,-0.26655457349924067,1,3,1.0
2025-10-28,-0.2364344000816345,-0.008960778824985,-0.3612654241950111,1,3,1.0
2025-10-30,0.12975982740781294,-0.0027652326963747554,0.0021669277450661597,1,3,1.0
2025-11-03,0.22833288360330606,0.0024672301523348313,0.10363624221050768,1,3,1.0
2025-11-05,0.2348957639582856,0.007871428124702207,0.03286575061765114,1,3,1.0
2025-11-07,0.6460130214691162,-0.001517619471997,0.27307649952545904,1,3,1.0
2025-11-11,0.23451854058011853,-0.0023207382077283286,0.12885962095367706,1,3,1.0
2025-11-13,0.023666152915968415,-0.003285000847766291,-0.15501866307901915,1,3,1.0
2025-11-17,-0.08757645841059235,-0.002979462246540727,-0.17290796305745046,1,3,1.0
2025-11-19,0.1710151880979538,0.0040299603715538,0.06000500010354359,1,3,1.0
2025-11-21,-0.03585787991442621,0.001154302214387842,-0.12061426157252954,1,3,1.0
2025-11-25,0.23690103060496545,0.012103591682290684,0.1532698483612277,1,3,1.0
2025-11-28,1.1749553680419922,0.0157438293099403,0.8405911044281861,1,3,1.0
