Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,RTX,TRV,UNH,V,VZ,WMT
2023-11-28,188.6186981201172,249.60757446289062,161.59625244140625,222.3699951171875,239.4091033935547,222.21998596191406,44.93609619140625,133.31988525390625,90.37179565429688,44.96393966674805,320.43963623046875,296.4185485839844,175.44216918945312,146.43601989746094,43.64546203613281,146.19094848632812,54.77869415283203,267.53515625,78.13172912597656,93.3093490600586,377.07781982421875,104.11153411865234,25.661922454833984,143.7454071044922,76.91632843017578,169.96047973632812,517.6403198242188,249.25094604492188,32.30583190917969,51.56672668457031
2023-11-29,187.59832763671875,250.62289428710938,163.32284545898438,224.42999267578125,241.2953643798828,227.58480834960938,45.12391662597656,131.85394287109375,90.37179565429688,45.263755798339844,325.5682373046875,296.1994934082031,175.4331512451172,147.15103149414062,44.34607696533203,146.9336700439453,54.45140838623047,265.91339111328125,78.10001373291016,94.19418334960938,373.28436279296875,105.66242980957031,25.999013900756836,142.65052795410156,77.64529418945312,170.53717041015625,512.3253173828125,250.5221405029297,32.55586242675781,50.734588623046875
2023-11-30,188.17291259765625,253.480712890625,166.58090209960938,231.6300048828125,242.5238800048828,248.87608337402344,45.43381881713867,131.5699005126953,90.55742645263672,45.634124755859375,326.79296875,298.5517883300781,176.93228149414062,149.1737518310547,44.1092529296875,148.60940551757812,55.082916259765625,268.8996887207031,78.57588958740234,95.45159912109375,373.3435363769531,105.56669616699219,26.336101531982422,144.9064483642578,78.15365600585938,173.59344482421875,529.5534057617188,252.93637084960938,33.047306060791016,50.60781478881836
2023-12-01,189.45083618164062,256.1222839355469,169.49755859375,233.8699951171875,248.3664093017578,256.8788757324219,45.51833724975586,132.67852783203125,90.44995880126953,46.11912155151367,333.38543701171875,304.38970947265625,178.6119842529297,151.0459442138672,43.16194152832031,149.3330078125,55.271427154541016,272.8304443359375,79.19454193115234,96.3643798828125,369.0081787109375,109.00554656982422,24.98774528503418,144.09469604492188,78.9593734741211,174.9005126953125,525.777099609375,252.70977783203125,33.262847900390625,50.16899490356445
2023-12-04,187.65777587890625,256.2069396972656,169.0000457763672,234.8699951171875,246.422119140625,247.65098571777344,45.12391662597656,132.73348999023438,89.89307403564453,45.94275665283203,334.30401611328125,308.580078125,179.1358184814453,151.56341552734375,41.790306091308594,150.427978515625,55.2054443359375,272.99267578125,82.0418930053711,97.8546371459961,363.717041015625,110.60969543457031,25.30754852294922,143.5283660888672,79.73629760742188,176.0634765625,526.8533325195312,250.7290802001953,32.79726791381836,50.15598678588867
2023-12-05,191.61045837402344,254.6369171142578,166.4931182861328,234.16000366210938,246.8477325439453,248.00665283203125,45.01122283935547,130.8918914794922,88.7011489868164,45.096214294433594,326.9938659667969,308.0848388671875,177.86245727539062,151.8362274169922,41.365989685058594,150.408935546875,55.290279388427734,273.38385009765625,80.65389251708984,98.94441986083984,367.0473327636719,110.85944366455078,25.143325805664062,138.5257110595703,79.31426239013672,176.5151824951172,528.7559814453125,250.89662170410156,33.12489700317383,50.62081527709961
2023-12-06,190.520751953125,253.2080841064453,163.40084838867188,236.88999938964844,247.6022186279297,246.13937377929688,44.79522705078125,130.58953857421875,89.3947982788086,44.875762939453125,327.20440673828125,310.5704040527344,178.6210479736328,150.7919464111328,40.72458267211914,148.8284149169922,55.23372268676758,273.6891784667969,81.52635192871094,98.38555145263672,363.38201904296875,111.5318374633789,24.884029388427734,138.42185974121094,79.33345794677734,176.0058135986328,528.0545043945312,250.5812530517578,33.19387435913086,50.071475982666016
2023-12-07,192.45249938964844,255.05059814453125,164.48362731933594,237.3300018310547,248.99517822265625,245.8627166748047,45.32112121582031,130.48875427246094,90.2252426147461,45.034488677978516,329.7398986816406,310.6275634765625,178.6210479736328,150.7355194091797,41.59295654296875,149.28538513183594,55.365692138671875,273.6223449707031,81.91498565673828,96.75556945800781,365.50048828125,110.28308868408203,24.74573516845703,138.28028869628906,78.1728515625,175.793212890625,526.8436889648438,252.08895874023438,33.32320022583008,49.741947174072266
2023-12-08,193.8790283203125,252.99183654785156,164.2982940673828,244.6999969482422,251.01681518554688,247.79916381835938,45.43381881713867,132.22039794921875,90.97998809814453,44.9022102355957,335.6817626953125,310.9132995605469,175.74920654296875,152.37249755859375,42.135684967041016,150.9326171875,55.24314880371094,272.4201965332031,81.98637390136719,96.63449096679688,368.7322998046875,111.33972930908203,24.875383377075195,137.00604248046875,78.00019836425781,175.16506958007812,528.28515625,252.0101318359375,32.97832489013672,49.21992874145508
2023-12-11,191.37271118164062,255.83091735839844,164.25927734375,248.0800018310547,252.3904266357422,249.07369995117188,46.38230514526367,132.257080078125,90.37227630615234,45.219669342041016,336.5716552734375,315.54168701171875,180.9690704345703,153.83071899414062,43.95136642456055,151.48484802246094,55.6484489440918,275.8739929199219,81.81982421875,97.21197509765625,365.8453063964844,113.93326568603516,24.754379272460938,137.63845825195312,78.54692077636719,176.21841430664062,522.4331665039062,252.77871704101562,32.478267669677734,49.34389877319336
2023-12-12,192.8883514404297,257.57000732421875,166.84425354003906,248.6300048828125,252.8837127685547,253.37147521972656,46.325965881347656,130.56204223632812,89.26467895507812,44.81403350830078,337.3849792480469,317.32257080078125,181.98052978515625,154.95970153808594,43.457977294921875,152.8368682861328,56.00661849975586,278.039794921875,81.34394073486328,97.20265197753906,368.8800964355469,114.92265319824219,24.702516555786133,137.75172424316406,77.73162841796875,177.48435974121094,524.3933715820312,255.77444458007812,32.15925598144531,49.383056640625
